영화제목,코드,장르,감독,주연배우
서든피어,19528026,기타,데이비드 밀러,"조안 크로포드, 잭 팰런스"
패티쉬 : 흥분한 남자들 무삭제,20202644,멜로/로맨스,Null,Null
프리 가이 ,20192986,"액션,어드벤처",숀 레비,"라이언 레이놀즈, 조디 코머, 타이카 와이티티"
게리 쿠퍼의 재회,19418009,코미디,프랭크 카프라,"게리 쿠퍼, 바바라 스탠윅"
이창,19548014,"드라마,범죄,미스터리,스릴러",Null,Null
쾌걸 조로,20119598,94분0초,주연 타이론 파워 | 린다 다넬,"타이론 파워, 린다 다넬"
기기괴괴 성형수,20201687,"공포(호러),스릴러",조경훈,"문남숙(예지), 장민혁(지훈), 조현정(시술사), 김보영(미리), 최승훈(매니저)"
붉은 옷의 신부,20219009,"코미디,드라마,멜로/로맨스",도로시 아즈너,조안 크로포드
잘 세우는 새엄마,20219279,"멜로/로맨스,드라마",Null,Null
장모의 사생활,20219280,"멜로/로맨스,드라마",Null,Null
옆집 이모의 사정,20219265,성인물(에로),Null,Null
바람난 아내들의 질펀한 오후,20219314,"멜로/로맨스,드라마",Null,Null
발정나 몸바치는 유부녀들,20219313,"멜로/로맨스,드라마",아카바네 키쿠지로,사와무라 레이코
대리 아내,20219287,성인물(에로),주연 미우라 에리코 | 나시로 미도리,"미우라 에리코, 나시로 미도리"
욕창,20190465,드라마,심혜정,"김종구(강창식), 강애심(유수옥), 전국향(나길순)"
암살자들,20218104,다큐멘터리,Null,Null
아듀 필리핀,20130568,기타,Null,Null
우리집,20190703,"드라마,가족",윤가은,"김나연(하나), 김시아(유미), 주예림(유진), 안지호(찬 역), 임지형(남세입자), 설의석(도서관 이용객들)"
천국의 나날들,19788148,드라마,테렌스 맬릭,"리차드 기어, 브룩 아담스"
포이즌 로즈,20202182,스릴러,조지 갈로|프란체스코 친퀘마니,"존 트라볼타(카슨), 모건 프리먼(닥)"
영광의 나날,20183093,"멜로/로맨스,전쟁",자크 투르뇌르,"타마라 투마노바, 그레고리 펙"
몬테즈마의 영웅들 ,19508003,"어드벤처,전쟁,드라마",루이스 마일스톤,"리차드 위드마크, 잭 팰런스"
나는 결백하다,20098728,"드라마,범죄,미스터리",알프레드 히치콕,"캐리 그랜트, 그레이스 켈리, 존 윌리엄스"
이타미 준의 바다,20190470,다큐멘터리,정다운,"쿠마 켄고, 반 시게루, 유이화, 양방언, 유지태(나레이션), 박제봉(인터뷰 출연), 손영도(인터뷰 출연)"
줄리에타,20163196,드라마,페드로 알모도바르,"엠마 수아레스, 로시 드 팔마"
맥추,20112337,124분0초,오즈 야스지로,하라 세츠코
짝코,19830086,"드라마,범죄,스릴러",임권택,"김희라, 최윤석, 방희, 김정란, 김지영"
그녀에게,20030043,"멜로/로맨스,드라마",페드로 알모도바르,"하비에 카마라, 다리오 그랜디네티, 레오노르 와틀링, 로자리오 플로레스"
와일드 파티,20219006,"코미디,드라마",도로시 아즈너,프레드릭 마치
비거 스플래쉬,20166362,멜로/로맨스,루카 구아다그니노,"틸다 스윈튼, 랄프 파인즈, 마티아스 쇼에나에츠, 다코타 존슨"
오직 사랑하는 이들만이 살아남는다,20136586,"드라마,멜로/로맨스",짐 자무시,"톰 히들스턴(아담), 틸다 스윈튼(이브), 미아 와시코브스카(에바)"
킬러의 보디가드 2: 킬러의 와이프,20219206,"액션,코미디,범죄",패트릭 휴즈,"라이언 레이놀즈, 사무엘 L. 잭슨, 셀마 헤이엑, 모건 프리먼, 안토니오 반데라스"
비밀방의 선물,20218446,드라마,이로운,"채승하, 최지성"
숙모,20219244,"멜로/로맨스,드라마",Null,Null
"발정기 그녀들, 여기에 쏴주세요",20219281,"멜로/로맨스,드라마",Null,Null
만취섹스:벗고 보는 옆집여자,20219282,"멜로/로맨스,드라마",Null,Null
장모님의 속살,20219315,"멜로/로맨스,드라마",Null,Null
농익은 맛:새엄마와 장모님,20219316,"멜로/로맨스,드라마",Null,Null
더 수어사이드 스쿼드,20217845,"액션,어드벤처,판타지,미스터리,SF",제임스 건,"마고 로비, 이드리스 엘바, 존 시나, 조엘 킨나만, 실베스터 스탤론, 비올라 데이비스, 제이 코트니"
뜨거운 밤이 열리면2,20218112,성인물(에로),Null,Null
아웃브레이크,20217930,스릴러,주연 줄리 리브리턴(앤 마리) | 멜리사 디소르미스 폴린(클로이),"줄리 리브리턴(앤 마리), 멜리사 디소르미스 폴린(클로이)"
배틀 크랙,20218756,"SF,액션",존 슈이츠,"브루스 윌리스, 토마스 제인, 레이첼 니콜스"
트리거 포인트,20218960,"액션,스릴러",브래드 터너,"배리 페퍼, 콜므 포어"
아메리칸 히트맨,20217994,액션,커크 코우테,커크 코우테(딘)
호수의 이방인,20147108,드라마,Null,Null
세레나데,20129641,드라마,안소니 만,"마리오 란자, 사라 몬티엘, 조안 폰테인, 마리오 란자, Leonora Amar"
쇼처럼 즐거운 인생은 없다,19548012,뮤지컬,월터 랭,에델 머먼
터부,20131106,"어드벤처,멜로/로맨스",Null,Null
마크맨,20217278,액션,로버트 로렌즈,리암 니슨
선생님의 애완동물,20157227,코미디,조지 시튼,"클라크 게이블, 도리스 데이, 마미 반 도렌"
24 프레임,20180666,드라마,Null,Null
미치광이 피에로,19658081,드라마,장 뤽 고다르,"장 폴 벨몽도, 안나 카리나"
워킹 걸즈,20218958,드라마,도로시 아즈너,찰스 로저스
영웅: 천하의 시작,20147788,"액션,드라마,전쟁",장예모,"이연걸, 양조위, 장만옥, 장쯔이, 견자단"
트랜스포터-라스트 미션,20081809,액션,올리비에 메가턴,"제이슨 스타뎀, 나탈리아 루다코바"
저주받은 자들,20218803,"공포(호러),스릴러",Null,Null
폰,20020213,공포(호러),안병기,"하지원, 김유미, 최우제(이창훈 )"
티파니에서 아침을,19618009,"드라마,멜로/로맨스",블레이크 에드워즈,"조지 페파드, 오드리 헵번"
그린 나이트,20218834,"어드벤처,드라마,판타지",데이빗 로워리,"데브 파텔, 알리시아 비칸데르, 조엘 에저튼, 사리타 초우드리, 랄프 아인슨, 케이트 디키, 숀 해리스"
사막의 라이온,19810073,"드라마,전쟁",무스타파 아카드,"올리버 리드, 안소니 퀸"
알카사르 작전,20219128,기타,Null,Null
400번의 구타,20081338,드라마,프랑수아 트뤼포,"장 피에르 레오(앙뜨완느 도이넬), 클레르 모리에(질베르 도이넬, 앙뜨완느의 어머니)"
경멸,20148709,드라마,Null,Null
"폭풍의 아이들, 1권 ",20141156,다큐멘터리,Null,Null
쥴 앤 짐,20050347,"드라마,멜로/로맨스",프랑수아 트뤼포,"오스카 베르너, 앙리 세르"
잉투기,20130482,"액션,드라마",엄태화,"엄태구(태식), 류혜영(영자), 권율(희준)"
행복,20120913,드라마,아녜스 바르다,"장 클로드 드루오(프랑소와), 클레어 드루오(테레즈)"
"단편2: 허스토리, 귀를 기울이다",20217515,기타,Null,Null
단편1: K-하이퍼리얼리즘,20217492,기타,Null,Null
보물섬,20215225,다큐멘터리,Null,Null
거북섬의 표류자들,20215223,코미디,자크 로지에,피에르 리샤르
아란 사람,19348009,다큐멘터리,로버트 J. 플레허티,"콜맨 타이거 킹, 메기 디레인"
5시부터 7시까지의 클레오,19628017,드라마,아녜스 바르다,"코린느 마르샹, 앙트완느 부르세이에"
아이 엠 러브,20110027,"드라마,멜로/로맨스",루카 구아다그니노,"플라비오 파렌티(에도아르도), 틸다 스윈튼(엠마), 에도아르도 가브리엘리니(안토니오 ), 알바 로르와처(엘리사베타)"
용순,20168041,드라마,신준,"이수경(용순), 최덕문, 장햇살, 최여진"
내 아내의 언니 4,20216407,"멜로/로맨스,드라마",Null,Null
인질,20192194,"액션,스릴러",필감성,"황정민, 김재범, 이유미, 류경수, 정재원, 이규원, 이호정"
코뮌,20080610,다큐멘터리,Null,Null
자이언트,20101381,드라마,조지 스티븐스,"록 허드슨, 제임스 딘, 엘리자베스 테일러"
세노테,20219104,기타,Null,Null
열쇠,19588032,"전쟁,멜로/로맨스",캐롤 리드,"윌리엄 홀든, 소피아 로렌"
유령,20149056,드라마,류승완,"이다윗(승호), 박정민(비젠/보현), 손수현(여우비)"
방랑자,20120919,드라마,아녜스 바르다,상드린 보네르(모나 베르게론)
지리멸렬,20100457,코미디,봉준호,"유연수, 윤일주, 김뢰하(episode 3 - 변 검사 )"
심판,19998583,"드라마,판타지",박찬욱,"기주봉(장의사), 고인배(남편), 권남희(아내), 박지일"
싱크홀,20196270,코미디,김지훈,"차승원(정만수), 김성균(박동원), 이광수(김승현), 권소현(영이), 김혜준(은주)"
극장판 도라에몽: 진구의 신공룡,20218875,"애니메이션,어드벤처",이마이 카즈아키,"윤아영(도라에몽), 김정아(진구), 최낙윤(퉁퉁이), 이현주(비실이), 조현정(이슬이), 임은정(엄마), 김정은(아빠), 이장우(선생)"
코다,20218904,드라마,션 헤이더,"에밀리아 존스(루비), 퍼디아 월시-필로(마일스), 말리 매트린(재키), 트로이 코처(프랭크), 다니엘 듀런트(레오), 에우헤니오 데르베스"
세 아내에게 온 편지,20120904,"드라마,멜로/로맨스",조셉 L. 맨키위즈,"지네 크레인(데보라 비숍), 린다 다넬(로라 메이 홀링스웨이), 앤 소든(리타 핍스)"
공주와 해적,20116061,"어드벤처,코미디,멜로/로맨스",데이빗 버틀러,"밥 호프, 버지니아 마요"
술과 장미의 나날,20199871,기타,Null,Null
플레이,20110601,드라마,남다정,"임헌일(헌일), 이현재(현재 ), 정은채, 수현, 김종수, 김서연(정민)"
바람불어 좋은 날,19800068,드라마,이장호,"안성기, 김성찬, 이영호, 유지인, 임예진"
8월의 크리스마스,19980036,"멜로/로맨스,드라마",허진호,"한석규(정원), 심은하(다림)"
내 마음의 풍금,19990077,"멜로/로맨스,드라마",이영재,"이병헌(수하 역), 전도연(홍연 역), 이미연(은희 역), 남덕우(반 아이들), 김은미"
귀문,20218653,"미스터리,스릴러,공포(호러)",심덕근,"김강우(도진), 김소혜(혜영), 이정형(태훈), 홍진기(원재)"
소유와 무소유,20071017,"드라마,멜로/로맨스,스릴러",하워드 혹스,"험프리 보가트, 월터 브레넌"
맨느 오세앙,20153068,코미디,Null,Null
레베카 ,20134776,"미스터리,멜로/로맨스,스릴러",알프레드 히치콕,"""로렌스 올리비에(맥심 드 윈터)"", 조안 폰테인(두 번째 드 윈터 부인), 조지 샌더스(잭 파벨)"
빗속의 방문객,20135648,"스릴러,범죄,드라마",르네 클레망,"말렌 조버트, 찰스 브론슨, 가브리엘 틴티, 코린느 마르샹"
돈 파스콸레,20204109,공연,Null,Null
돈 보더 투 노크,19528010,"드라마,스릴러",로이 워드 베이커,"리차드 위드마크, 마릴린 몬로"
드래곤 솔져,20219057,"판타지,액션",Null,Null
샌프란시스코,20219377,"드라마,뮤지컬,멜로/로맨스",W. S. 반 다이크,"클라크 게이블, 자넷 맥도날드, 스펜서 트레이시"
옥스보우 인시던트,20136041,"범죄,서부극(웨스턴)",윌리엄 A. 웰만,"헨리 폰다(길 카터 ), 다나 앤드류스(도날드 마틴)"
하하하,20100202,"드라마,멜로/로맨스",홍상수,"김상경, 유준상, 문소리, 예지원, 김강우, 윤여정, 기주봉(통영 향토 역사관 관장 ), 김규리, 김영호"
모리타니안,20216069,"스릴러,드라마",케빈 맥도널드,"베네딕트 컴버배치(코치), 조디 포스터(낸시), 쉐일린 우들리(테리), 타하르 라힘(슬라히)"
블랙핑크 더 무비,20218815,공연,Null,Null
어웨이,20197231,애니메이션,Null,Null
로빈의 소원,20218965,다큐멘터리,테일러 노우드,"로빈 윌리엄스, 숀 레비, 수잔 슈나이더 윌리엄스"
아르테미스의 무릎 + 마녀들,20219081,기타,Null,Null
(2021 작은영화영화제) 류이재 단편전,20219232,기타,Null,Null
한말풍운과 민충정공,20157552,"사극,드라마",윤봉춘|남홍일,"김동원, 전옥, 김신재"
하타리,19628021,"액션,어드벤처,드라마",하워드 혹스,존 웨인
죽음전의 키스,20173304,"범죄,미스터리",겔드 오스왈드,"로버트 와그너, 제프리 헌터"
피안화,20112342,"드라마,코미디",오즈 야스지로,"사다 케이지, 아리마 이네코, 사부리 신"
황금 주먹,20170114,드라마,루벤 마물리안,"바바라 스탠윅, 아돌프 멘주"
제레미아 존슨,19728127,"어드벤처,드라마,서부극(웨스턴)",시드니 폴락,"로버트 레드포드, 윌 기어"
정사: 서로 다른 욕망,20218793,"코미디,드라마,멜로/로맨스",Null,Null
철도원,20124709,드라마,피에트로 제르미,"루이자 델라 노크, 피에트로 제르미"
더 그레이트 샤크,20218244,"공포(호러),스릴러",주연 카트리나 보우든,카트리나 보우든
팜 스프링스,20216050,"코미디,판타지,미스터리",맥스 바버카우,"앤디 샘버그(나일스), 크리스틴 밀리오티(세라), J.K. 시몬스(로이)"
사랑은 오직 한 길,20183668,멜로/로맨스,피에르 가스파 휘,"로미 슈나이더, 알랑 드롱"
일루셔니스트,20218760,"액션,판타지",주연 전소호(로빈),전소호(로빈)
사하라,19438006,"액션,드라마,전쟁",졸탄 코다,"험프리 보가트, 브루스 버네트, J. 캐롤 네이쉬"
돌려쓰기,20218259,성인물(에로),이지훈,민도윤
슈퍼딥,20219334,"공포(호러),스릴러",Null,Null
그들의 이런 만남들,20219103,기타,Null,Null
우리들,20153450,드라마,윤가은,"최수인(선), 설혜인(지아), 이서연(보라), 강민준(윤)"
아내의 풀타임 불륜 쾌락,20219151,드라마,주연 토노 미호,토노 미호
레이디킬러스,20113175,코미디,알렉산더 맥켄드릭,"알렉 기네스, 피터 셀러스, 세실 파커"
향락의 길,20219379,"드라마,멜로/로맨스",그레고리 라 카바,"진저 로저스, 조엘 맥크레"
47 미터,20177181,"스릴러,공포(호러)",요하네스 로버츠,"맨디 무어, 클레어 홀트, 매튜 모딘"
더 트래커,20219037,액션,지오지오 세라피니,"돌프 룬드그렌, 코시모 퍼스코"
데빌스 나잇,20219312,"액션,범죄,공포(호러)",Null,Null
프랑켄슈타인,20219458,공연,대니 보일,"베네딕트 컴버배치, 조니 리 밀러, 나오미 해리스"
판도라,20153064,"드라마,판타지",앨버트 르윈,"제임스 메이슨, 에바 가드너"
절정 맛 본 와이프,20218627,멜로/로맨스,Null,Null
북을 울려라,20116121,"액션,서부극(웨스턴)",라울 월쉬,"게리 쿠퍼, 마리 앨든"
투 로드 투게더,19618033,서부극(웨스턴),존 포드,제임스 스튜어트
애꾸눈 잭,19618013,"드라마,서부극(웨스턴)",말론 브란도,말론 브란도
내로남불2:형수는 내 여자,20218809,"멜로/로맨스,드라마",Null,Null
마담 사탄,20219395,"코미디,드라마,뮤지컬,멜로/로맨스",Null,Null
